,ID,Title,URL,Dates,Date Range,Description,Subjects_one,Subjects_two,Subjects_three,Subjects_four,Subjects_five,Subjects_six,Subjects_seven,Subjects_eight,Subjects_nine,Subjects_ten,Subjects_eleven,Subjects_twelve,Subjects_grouped,Location_one,Location_two,Location_three,Location_four,Location_five,Locations_grouped
243,dcc18540dc72c063cd0796b937f679b8, 'Annual report of the Commissioner General of Immigration to the Secretary of Labor for the fiscal year ended' ,https://id.lib.harvard.edu/curiosity/immigration-to-the-united-states-1789-1930/39-990098281560203941,1914-1932,," 'June 30, 1913-June 30, 1932.', 'Merged with: United States. Bureau of Naturalization. Annual report of the Commissioner of Naturalization to the Secretary of Labor; to form: United States. Immigration and Naturalization Service. Annual report of the Immigration and Naturalization Service.' ",   Naturalization  ,    Emigration and immigration  ,,,,,,,,,,,   Naturalization      Emigration and immigration  ,   United States  ,,,,,   United States  
244,8afd761daadeac617e6d53e8288895ad," 'H.R. 8424, in the House of Representatives December 15, 1905, Mr. Hayes introduced the following bill, which was referred to the Committee on Immigration and Naturalization and ordered to be printed : a bill to prevent the fraudulent naturalization of aliens' ",https://id.lib.harvard.edu/curiosity/immigration-to-the-united-states-1789-1930/39-990100028370203941,1905? ,," 'Caption title.', 'At head of title: 59th Congress, 1st session.' ",   Emigration and immigration law  ,    Naturalization  ,    Naturalization records  ,    False certificatation  ,    Emigration and immigration  ,,,,,,,,   Emigration and immigration law      Naturalization      Naturalization records      False certificatation      Emigration and immigration  ,   United States  ,,,,,   United States  
245,6787665aa54122afdd56e90a818b7eec," 'H.R. 18673 (report no. 3635), in the House of Representatives April 26, 1906, Mr. Gardner, of Massachusetts, introduced the following bill, which was referred to the Committee on Immigration and Naturalization and ordered to be printed : April 27, 1906, committed to the Committee of the Whole House on the state of the Union and ordered to be printed : a bill to regulate the immigration of aliens into the United States' ",https://id.lib.harvard.edu/curiosity/immigration-to-the-united-states-1789-1930/39-990100035750203941,1906,1900-1910," 'Caption title.', 'At head of title: 59th Congress, 1st session.' ",   Emigration and immigration law  ,    Emigration and immigration  ,,,,,,,,,,,   Emigration and immigration law      Emigration and immigration  ,   United States  ,,,,,   United States  
246,40491e994219d9fc27050bc90aa452b3," 'S. 2633, in the Senate of the United States February 12, 1890, Mr. Chandler introduced the following bill, which was read twice and referred to the Committee on Immigration : a bill to regulate immigration into the United States' ",https://id.lib.harvard.edu/curiosity/immigration-to-the-united-states-1789-1930/39-990112624250203941,1890,1890-1900," 'Caption title.', 'At head of title: 51st Congress, 1st session.' ",   Emigration and immigration law  ,    Emigration and immigration  ,,,,,,,,,,,   Emigration and immigration law      Emigration and immigration  ,   United States  ,,,,,   United States  
247,a2f67c60f15e4f674d7c14f05e878506," 'In the Senate of the United States May 22, 1890, ordered to be printed, Mr. Chandler, from the Committee on Immigration, submitted the following report : Immigration investigation' ",https://id.lib.harvard.edu/curiosity/immigration-to-the-united-states-1789-1930/39-990112911260203941,1890,1890-1900," 'Caption title.', 'At head of title: 51st Congress, 1st session.' ",   Emigration and immigration law  ,    Emigration and immigration  ,,,,,,,,,,,   Emigration and immigration law      Emigration and immigration  ,   United States  ,,,,,   United States  
248,0dd3d6484b14ae25ce9a832b00870855," 'View of one wing of the Immigration Station, Ellis Island, showing New York skyline in the distance.' ",https://digitalcollections.nypl.org/items/33abd510-c6da-012f-2f68-58d385a7bc34,1902,1900-1910, 'No. 29167.' ,   Ellis Island Immigration Station (N.Y. and N.J.)  ,,,,,,,,,,,,   Ellis Island Immigration Station (N.Y. and N.J.)  ,nan,,,,,nan
249,cde634c9ff5ee41e8ea554e9b70572ef," 'View of one wing of the Immigration Station, Ellis Island.' ",https://digitalcollections.nypl.org/items/334412a0-c6da-012f-c5d8-58d385a7bc34,1902,1900-1910, 'No. 29164.' ,   Ellis Island Immigration Station (N.Y. and N.J.)  ,,,,,,,,,,,,   Ellis Island Immigration Station (N.Y. and N.J.)  ,nan,,,,,nan
250,6b003dd30cd9b4b9ef8fbc04d871cf1f, 'Laws for the Nation' ,http://catalog.hathitrust.org/Record/102395571,1944,1940-1950,,   United States. Congress  ,,,,,,,,,,,,   United States. Congress  ,nan,,,,,nan
251,829546e83713503a97638a2fb7ac2c22," 'Government, City: United States. New York. New York City: Heights of Buildings, New York City: Unimproved property in outlying parts of New York City. Black represents vacant land. By means of special laws governing districting of such areas the municipality may keep this land from being used in ways detrimental to public interest. (Source: Report of the Heights of Buildings Commission...New York, 1913.)' ",https://www.harvardartmuseums.org/collections/object/3.2002.1531.2,1912,1910-1920," 'Credit Line: Harvard Art Museums/Fogg Museum, Transfer from the Carpenter Center for the Visual Arts, Social Museum Collection' ",   Archival Material  ,,,,,,,,,,,,   Archival Material  ,nan,,,,,nan
252,10ca2015a0c3a17c9c29b2a231514a04," 'International law of alien land ownership in California and other states, U.S. territories and Europe' ",https://id.lib.harvard.edu/curiosity/immigration-to-the-united-states-1789-1930/39-990066084870203941,c1921,, 'Includes bibliographical references.' ,"  ""States  rights (American politics)"" ",    Land tenure  ,    Noncitizens  ,    Japanese  ,    Foreign relations  ,,,,,,,,"  ""States  rights (American politics)""     Land tenure      Noncitizens      Japanese      Foreign relations  ",   United States  ,    California  ,,,,   United States      California  
253,a149979f084a0ec24e439851f96251f1," 'Wives of American citizens of Oriental race : hearings before the Committee on Immigration and Naturalization, House of Representatives, Seventy-first Congress, second session, on H.R. 2404, H.R. 5654  and  H.R. 10524 ... March 4, 1930' ",http://catalog.hathitrust.org/Record/101706021,1930,1930-1940," '""Hearing no. 71.2.10.""' ","   Married women--Legal status,  laws,  etc  ",   Emigration and immigration law  ,Chinese ,    Chinese--United States  ,"  Married women--Legal status,  laws,  etc.--United States  ",  Emigration and immigration law--United States  ,    United States  ,,,  ,,,"   Married women--Legal status,  laws,  etc     Emigration and immigration law  Chinese     Chinese--United States    Married women--Legal status,  laws,  etc.--United States    Emigration and immigration law--United States      United States    ",   United States  ,,,,,   United States  
254,26048bcf54a0b70e5f0abe2217eb8efc," 'Liquor Problem: United States. A ""wet and dry"" Map of Temperance Reform in the U.S.: ""Wet"" and ""Dry"" Map of the United States, January 1, 1915: Areas shown in white are areas in which the sale of alcohol is prohibited by law.' ",https://www.harvardartmuseums.org/collections/object/3.2002.3524,1915,1910-1920," 'Credit Line: Harvard Art Museums/Fogg Museum, Transfer from the Carpenter Center for the Visual Arts, Social Museum Collection' ",   Archival Material  ,,,,,,,,,,,,   Archival Material  ,nan,,,,,nan
255,6cae3d8f102979167b4485f673251d13, 'Joint resolution to create a commission to examine into the subject of immigration' ,https://id.lib.harvard.edu/curiosity/immigration-to-the-united-states-1789-1930/39-990099807190203941,1898,1890-1900," 'Caption title.', 'At head of title: 55th Congress, 2d session, H. Res. 258, in the House of Representatives.', '""Mr. Bartholdt introduced the following joint resolution; which was referred to the Committee on Immigration and Naturalization and ordered to be printed.""' ",   Emigration and immigration law  ,    Emigration and immigration  ,,,,,,,,,,,   Emigration and immigration law      Emigration and immigration  ,   United States  ,,,,,   United States  
256,5fbabeafc441df4a64a3f1a49c2e1b79," 'A bill to authorize the secretary of the treasury to lease a portion of Ellis Island to be used for distributing immigrants among the States desiring immigration, and other purposes' ",https://id.lib.harvard.edu/curiosity/immigration-to-the-united-states-1789-1930/39-990099837270203941,1898,1890-1900," 'Caption title.', 'At head of title: (Calendar No., 1059. S. 2353.', '""July 8, 1897. Mr. Chandler introduced the following bill; which was read twice and referred to the Committee on Immigration.""', '""April 27, 1898. Reported by Mr. Fairbanks, without amendment.""' ",   History  ,    Emigration and immigration law  ,    Emigration and immigration  ,    Ellis Island Immigration Station (N.Y. and N.J.)  ,,,,,,,,,   History      Emigration and immigration law      Emigration and immigration      Ellis Island Immigration Station (N.Y. and N.J.)  ,   United States  ,,,,,   United States  
257,7be13184eebe755f1d2311bf951fd4a3, 'Immigration of aliens into the United States' ,https://id.lib.harvard.edu/curiosity/immigration-to-the-united-states-1789-1930/39-990099854530203941,1906,1900-1910," 'Caption title.', '""Mr. Gardner ... from the Committee on Immigration and Naturalization, submitted the following Report (to accompany H.R. 17941).""', '""April 9, 1906 -- Committed to the Committee of the Whole House on the state of the Union and ordered to be printed.""', 'Part 2, Views of the minority, submitted by Mr. Bennet of New York. Ordered printed April 27, 1906.' ",   Emigration and immigration law  ,,,,,,,,,,,,   Emigration and immigration law  ,   United States  ,,,,,   United States  
258,4e41bbda0ccb900ce315a7cb24ff4447," 'Immigration of aliens into the United States Mr. Gardner of Massachusetts, from the Committee on Immigration and Naturalization, submitted the following report (to accompany H.R. 15413)' ",https://id.lib.harvard.edu/curiosity/immigration-to-the-united-states-1789-1930/39-990099910530203941,1911,1900-1910," 'Caption title.', 'At head of title: House Calendar no. 335.', '""January 20, 1911.--Referred to the House Calendar and ordered to be printed.""' ",   Emigration and immigration law  ,    Emigration and immigration  ,,,,,,,,,,,   Emigration and immigration law      Emigration and immigration  ,   United States  ,,,,,   United States  
259,607624e2223e318d0fef69ca4b95ad07, 'Objections to pending immigration bills' ,https://id.lib.harvard.edu/curiosity/immigration-to-the-united-states-1789-1930/39-990099926770203941,1902? ,,,   Emigration and immigration law  ,    Emigration and immigration  ,,,,,,,,,,,   Emigration and immigration law      Emigration and immigration  ,   United States  ,,,,,   United States  
260,088b7d6e8da92a84cbea8d50ae7aae64," 'H.R. 17941 (report no. 3021), in the House of Representatives April 9, 1906, Mr. Gardner, of Massachusetts, from the Committee on Immigration and Naturalization, to which were referred the bills H.R. 176, by Mr. Underwood ... and H.R. 16557, by Mr. Lever, by direction of the committee, reported in lieu thereof the following bill, which was committed to the Committee of the Whole House on the state of the Union, and ordered to be printed : a bill to regulate the immigration of aliens into the United States' ",https://id.lib.harvard.edu/curiosity/immigration-to-the-united-states-1789-1930/39-990100035530203941,1906,1900-1910," 'Caption title.', 'At head of title: 59th Congress, 1st session.' ",   Emigration and immigration law  ,    Emigration and immigration  ,,,,,,,,,,,   Emigration and immigration law      Emigration and immigration  ,   United States  ,,,,,   United States  
261,8bdaa89688843dded06cb413556c3bd8," ""Ready for travel and going north, south and west. Immigrants with baggage lined up at teller's windows marked money exchange."" ",https://digitalcollections.nypl.org/items/2d5d5070-c6da-012f-2313-58d385a7bc34,1902,1900-1910, 'No. 7465.' ,   Ellis Island Immigration Station (N.Y. and N.J.)  ,,,,,,,,,,,,   Ellis Island Immigration Station (N.Y. and N.J.)  ,nan,,,,,nan
262,43ef5991a3905c3193f1db29a59a2a53," 'View of the Immigration Station, Ellis Island (front side).' ",https://digitalcollections.nypl.org/items/31031090-c6da-012f-d2f8-58d385a7bc34,1902,1900-1910, 'No. 28938.' ,   Ellis Island Immigration Station (N.Y. and N.J.)  ,,,,,,,,,,,,   Ellis Island Immigration Station (N.Y. and N.J.)  ,nan,,,,,nan
263,4de219620a2f9e39c7b1c7a4ebc0b3f3," 'H.R. 16553, in the House of Representatives March 12, 1906, Mr. Burnett introduced the following bill, which was referred to the Committee on Immigration and Naturalization and ordered to be printed : a bill to further regulate the exclusion of undesirable aliens from admission into the United States' ",https://id.lib.harvard.edu/curiosity/immigration-to-the-united-states-1789-1930/39-990100034890203941,1906,1900-1910," 'Caption title.', 'At head of title: 59th congress, 1st session.' ",   Emigration and immigration law  ,    Emigration and immigration  ,,,,,,,,,,,   Emigration and immigration law      Emigration and immigration  ,   United States  ,,,,,   United States  
264,57025bf22ca2938d3084d8a79be610ce," 'H.R. 18713 (report no. 3632), in the House of Representatives, April 27, 1906 Mr. Bennet of New York, from the Committee on Immigration and Naturalization, reported, in lieu of H.R. 17349, the following bill, which was committed to the House Calendar and ordered to be printed : a bill to validate certain certificates of naturalization' ",https://id.lib.harvard.edu/curiosity/immigration-to-the-united-states-1789-1930/39-990100037090203941,1906,1900-1910," 'Caption title.', 'At head of title: 59th Congress, 1st session.' ",   Emigration and immigration law  ,    Naturalization  ,    Emigration and immigration  ,,,,,,,,,,   Emigration and immigration law      Naturalization      Emigration and immigration  ,   United States  ,,,,,   United States  
265,2f7c0756120259f82491b70b91c4d6f2," 'H.R. 13175 (report no. 3472), in the House of Representatives January 15, 1891, read twice, committed to the Committee of the Whole House on the state of the Union, and ordered to be printed : Mr. Owen, of Indiana, from the Select Committee on Immigration and Naturalization, reported the following bill as a substitute for H.R. 12298 : a bill in amendment of the various acts relative to immigration and the importation of aliens under contract or agreement to perform labor' ",https://id.lib.harvard.edu/curiosity/immigration-to-the-united-states-1789-1930/39-990112611510203941,1891,1890-1900," 'Caption title.', 'At head of title: 51st Congress, 2d session.' ",   Emigration and immigration law  ,    Emigration and immigration  ,,,,,,,,,,,   Emigration and immigration law      Emigration and immigration  ,   United States  ,,,,,   United States  
266,443c80e5446b3b8552d4496a7f253026," 'H.R. 2081, in the House of Representatives December 3, 1901, Mr. Pearre introduced the following bill, which was referred to the Committee on Immigration and Naturalization and ordered printed : A bill entitled an act in amendment of the various acts relative to immigration and importation of aliens under contract or agreement to perform labor' ",https://id.lib.harvard.edu/curiosity/immigration-to-the-united-states-1789-1930/39-990100042510203941,1901,1900-1910," 'Caption title.', 'At head of title: 57th Congress, 1st session.' ",   Emigration and immigration law  ,,,,,,,,,,,,   Emigration and immigration law  ,   United States  ,,,,,   United States  
267,5bd099665ef2597755f38e3ec1c859e0," 'H.R. 8595, in the House of Representatives January 10, 1902, Mr. Sherman introduced the following bill, which was referred to the Committee on Foreign Affairs and ordered printed : A bill to continue in force laws prohibiting the coming of Chinese into the United States' ",https://id.lib.harvard.edu/curiosity/immigration-to-the-united-states-1789-1930/39-990100054310203941,1902,1900-1910," 'Caption title.', 'At head of title: 57th Congress, 1st session.' ",   Chinese  ,    Immigrants  ,    Emigration and immigration law  ,    Emigration and immigration  ,,,,,,,,,   Chinese      Immigrants      Emigration and immigration law      Emigration and immigration  ,   United States  ,    China  ,,,,   United States      China  
268,f87047d324e9c68a87eec67c21208866," 'Illegal entry of aliens hearing before the Committee on Immigration, United States Senate, Sixty-sixth Congress, first session, pursuant to S. Res. 176, instructing the Committee on Immigration to report to the Senate measures to prevent the illegal entry of aliens across the boundaries of the United States' ",https://id.lib.harvard.edu/curiosity/immigration-to-the-united-states-1789-1930/39-990100102140203941,1919,1910-1920," '""Printed for the use of the Committee on Immigration.""' ",   Noncitizens  ,    Emigration and immigration law  ,    Emigration and immigration  ,,,,,,,,,,   Noncitizens      Emigration and immigration law      Emigration and immigration  ,   United States  ,,,,,   United States  
269,0bac8dfd03ddcf3ece3e9fc28b62cfb6," 'S. 638, in the Senate of the United States December 4, 1901, Mr. Mitchell introduced the following bill, which was read twice and referred to the Committee on Immigration : a bill to extend for the period of twenty years all of the provisions of the act entitled ""an Act to prohibit the coming of Chinese persons into the United States,"" approved May fifth, eighteen hundred and ninety-two, and all acts supplementary to and amendatory thereof, and all acts now in force prohibiting and regulating the coming of Chinese persons and persons of Chinese descent into this country, and to prohibit the coming into this country for the period of twenty years of Chinese, Japanese, and native-born persons of the Philippine Archipelago as defined in the late treaty with Spain, ratified February sixth, eighteen hundred and ninety-nine, and persons of Chinese, Japanese, and Philippine descent' ",https://id.lib.harvard.edu/curiosity/immigration-to-the-united-states-1789-1930/39-990100125060203941,1901,1900-1910," 'Caption title.', 'At head of title: 57th Congress, 1st session.' ",   Emigration and immigration law  ,    Japanese  ,    Chinese  ,    Filipinos  ,    Emigration and immigration  ,,,,,,,,   Emigration and immigration law      Japanese      Chinese      Filipinos      Emigration and immigration  ,   United States  ,    China  ,    Japan  ,    Philippines  ,,   United States      China      Japan      Philippines  
270,58bcde03a7831e93e8b1bb612e49fd41," 'Regulation of immigration speech of Hon. William J. Stone of Missouri in the Senate of the United States, Friday, April 19, 1912' ",https://id.lib.harvard.edu/curiosity/immigration-to-the-united-states-1789-1930/39-990100134510203941,1912,1900-1910," '""The Senate having under consideration the bill (S. 3175) to regulate the immigration of aliens to and the residence of aliens in the United States""--p. 3.' ",   Emigration and immigration law  ,    Emigration and immigration  ,,,,,,,,,,,   Emigration and immigration law      Emigration and immigration  ,   United States  ,,,,,   United States  
271,bec5778d8765ddf08ca0a7f09080cb44," 'H.R. 12199, in the Senate of the United States May 28, 1902, read twice and referred to the Committee on Immigration : June 23, 1902, reported by Mr. Penrose, with amendments : December 8, 1902, ordered printed ... : an act to regulate the immigration of aliens into the United States' ",https://id.lib.harvard.edu/curiosity/immigration-to-the-united-states-1789-1930/39-990100191160203941,1902,1900-1910," 'Caption title.', 'At head of title: 57th Congress, 2d session.' ",   Emmigration and immigration law  ,    Emigration and immigration  ,,,,,,,,,,,   Emmigration and immigration law      Emigration and immigration  ,   United States  ,,,,,   United States  
272,3a26d771c630f98449f85327b5f2a69b, 'An analysis of the American Immigration Act of 1924' ,https://id.lib.harvard.edu/curiosity/immigration-to-the-united-states-1789-1930/39-990067527870203941,1924,1920-1930, 'Includes bibliographical references.' ,   Emigration and immigration law  ,    United States  ,    Immigration Act of 1924  ,,,,,,,,,,   Emigration and immigration law      United States      Immigration Act of 1924  ,   United States  ,,,,,   United States  
273,73bdd7f652b15a60d5dc1c3f827d7753," 'Acquisition of citizenship and application of the rule to the case of Chin King recently decided in the United States Circuit Court for Oregon', 'American law review' ",https://id.lib.harvard.edu/curiosity/immigration-to-the-united-states-1789-1930/39-990068848820203941,1889,1880-1890," 'Cover title.', '""Reprinted from September-October, 1889 number American Law Review.""' ",   Citizenship  ,    Chin King  ,,,,,,,,,,,   Citizenship      Chin King  ,   United States  ,,,,,   United States  
274,58922a8bded777c3e6eae47ad27a6881," 'Immigration of aliens into the United States December 16, 1913, referred to the House Calendar and ordered to be printed : Mr. Burnett, from the Committee on Immigration and Naturalization, submitted the following report (to accompany H.R. 6060)' ",https://id.lib.harvard.edu/curiosity/immigration-to-the-united-states-1789-1930/39-990077708590203941,1913? ,," 'Caption title.', 'Includes minority views: p. 9-12.' ",   Emigration and immigration law  ,    Emigration and immigration  ,,,,,,,,,,,   Emigration and immigration law      Emigration and immigration  ,   United States  ,,,,,   United States  
275,44a65522fe4730b52cd19351ffaa0295, 'Immigration restriction; a study of the opposition to and regulation of immigration into the United States' ,http://catalog.hathitrust.org/Record/001152007,1927,1920-1930," 'Without thesis note.', 'Vita.', 'Thesis (PH.D.)--Columbia University, 1927.', 'Bibliography: p. 355-371.' ",   Emigration and immigration law--United States  ,    United States--Emigration and immigration  ,,,,,,,,,,,   Emigration and immigration law--United States      United States--Emigration and immigration  ,   United States  ,,,,,   United States  
276,6afdb03b995e74c0d8e70e680342515e," 'To amend the Nationality Act of 1940 hearings before a subcommittee of the Committee on Immigration, United States Senate, Seventy-seventh Congress, second session on H.R. 6250, an act to amend the Nationality Act of 1940, February 17, 18, and 19, 1942' ",http://catalog.gpo.gov/F/?func=direct&doc_number=000878586&format=999,1942,1940-1950," 'Title from title screen (viewed on Sept. 11, 2012).' ",   Naturalization--United States  ,    Emigration and immigration law--United States  ,,,,,,,,,,,   Naturalization--United States      Emigration and immigration law--United States  ,   United States  ,,,,,   United States  
277,3e09970b074dba3bd2f157f07731f22f, 'Anti-alien laws in California' ,https://id.lib.harvard.edu/curiosity/immigration-to-the-united-states-1789-1930/39-990099000450203941,1913,1910-1920,,   Japanese  ,    Land tenure  ,    Law and legislation  ,,,,,,,,,,   Japanese      Land tenure      Law and legislation  ,   California  ,,,,,   California  
278,72de2c87a14458184ec2d947eedbbf9a," 'To supplement the naturalization laws. March 2, 1925. -- Committed to the Committee of the Whole House on the State of the Union and ordered to be printed' ",http://catalog.gpo.gov/F/?func=direct&doc_number=001197991&format=999,1925,1920-1930," 'Batch processed record: Metadata reviewed, not verified. Some fields updated by batch processes.', 'FDLP item number not assigned.' ",   Deportation  ,    Immigrants--Health and hygiene  ,    Emigration and immigration  ,    Immigration courts  ,    Legislative amendments  ,    Naturalization  ,    Immigrants  ,,,,,,   Deportation      Immigrants--Health and hygiene      Emigration and immigration      Immigration courts      Legislative amendments      Naturalization      Immigrants  ,nan,,,,,nan
279,fbf01189959063d7270faec77ac8d93a," 'Immigrants at Ellis Island, New York' ",https://digitalcollections.nypl.org/items/c4511490-c55a-012f-3579-58d385a7bc34,1913,1910-1920, 'Cf. image ID 801538.' ,  Waiting rooms  ,    Ellis Island Immigration Station (N.Y. and N.J.)  ,,,,,,,,,,,  Waiting rooms      Ellis Island Immigration Station (N.Y. and N.J.)  ,nan,,,,,nan
280,d446490d175ebf3d0f4e3f3d72cea848," 'Housing, Improved: United States. New York. New York City: The Misses Stone, New Law Tenement, 1905 (W. Emerson, Architect): Improved Housing: New York City: Front Elevation: Improved Tenements at 34 East 50th Street. Erected for the Misses Stone. W. Emerson Archit 1905. Photo 1907.' ",https://www.harvardartmuseums.org/collections/object/3.2002.1910,1907,1900-1910," 'Credit Line: Harvard Art Museums/Fogg Museum, Transfer from the Carpenter Center for the Visual Arts, Social Museum Collection' ",   Photographs  ,,,,,,,,,,,,   Photographs  ,nan,,,,,nan
281,b677b2c86c8c7606a7b08cf7b8bbf554," 'Immigrants at Ellis Island, New York' ",https://digitalcollections.nypl.org/items/c51cf7a0-c55a-012f-b355-58d385a7bc34,1908,1900-1910, 'Cf. image ID 801538.' ,  Waiting rooms  ,    Ellis Island Immigration Station (N.Y. and N.J.)  ,,,,,,,,,,,  Waiting rooms      Ellis Island Immigration Station (N.Y. and N.J.)  ,nan,,,,,nan
282,69b09befc3c143d2ab6803264c48df8b," 'Solana Beach Seaside Camp - Correspondence: California Department of Industrial Relations, Division of Immigration and Housing' ",https://library.ucsd.edu/dc/object/bb1946974p,1938,1930-1940," 'Located in series ""Business Records,"" subseries ""Land Companies.""', 'Reformatted digital', 'Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (https://lib.ucsd.edu/sca)', 'This digital image is a surrogate of an item from the Ed Fletcher Papers (MSS 81, Box 65, Folder 1).', ' Title, Date . Ed Fletcher Papers. MSS 81. Special Collections & Archives, UC San Diego.' ",   Solana Beach  ,    Real estate development--California--San Diego County  ,"    Fletcher, Ed,  1872-1955  ", ,,,,,,,,,"   Solana Beach      Real estate development--California--San Diego County      Fletcher, Ed,  1872-1955   ",nan,,,,,nan
283,7fd8b1efe93b135fafe060b98b849d9a," ""From the immigrant and Negro press-America's youngest newspaper"" ",http://cdm16855.contentdm.oclc.org/cdm/ref/collection/p16855coll4/id/8412,1942,1940-1950," 'This is an article form the magazine ""Common Ground"" (summer 1942), which discusses in detail about a lively mimeographed news paper called the ""Manzanar Free Press"" from the Manzanar incarceration camp which was one of the first camps in California for the people of the Japanese ancestry forced to evacuate.', 'The War Relocation Authority (WRA) was created on March 18, 1942, by Executive Order of the President, No. 9102. This new civilian agency was to be responsible for ""the relocation (of evacuees) in appropriate places, providing for their needs in such manner as may be appropriate, and supervising their activities."" The collection consists of reports, memoranda, news clippings, news digests, statistics, and other documents issued by the War Relocation Authority leading up to, during, and following the period of Japanese American incarceration.' ",   Journalism and media  ,    World War II--Temporary Assembly Centers  ,,,,,,,,,,,   Journalism and media      World War II--Temporary Assembly Centers  ,   Manzanar, California  ,    Incarceration Camps--Manzanar  ,,,   Manzanar California      Incarceration Camps--Manzanar  
284,49e5fde35927873186ee7fd12514d869, 'A view of Ellis Island taken from the harbor. At the center is the A Immigration Station; one of the boats in the pier is the John E. Moore.' ,https://digitalcollections.nypl.org/items/362f09e0-c6da-012f-a39d-58d385a7bc34,1902,1900-1910,,   Ellis Island Immigration Station (N.Y. and N.J.)  ,,,,,,,,,,,,   Ellis Island Immigration Station (N.Y. and N.J.)  ,nan,,,,,nan
285,42c399ab0885f110b802f71b970fcfb6," 'Exterior of Ellis Island building, showing ivy-covered wall, porch and balcony with flower boxes, well-kept lawn and hedge.' ",https://digitalcollections.nypl.org/items/2fa23310-c6da-012f-576b-58d385a7bc34,1902,1900-1910, 'No. 28881.' ,   Ellis Island Immigration Station (N.Y. and N.J.)  ,,,,,,,,,,,,   Ellis Island Immigration Station (N.Y. and N.J.)  ,nan,,,,,nan
286,f88d34fbcde80aee3b86f990162dac22, 'The Chinese abroad : their position and protection : a study in international law and relations' ,http://catalog.hathitrust.org/Record/001152147,1924,1920-1930," 'Includes index.', 'Bibliography: p. 315-329.' ",   China--Foreign relations  ,    China--Emigration and immigration  ,,,,,,,,,,,   China--Foreign relations      China--Emigration and immigration  ,   China  ,,,,,   China  
287,92acc500503963b6c3d28fcb6f85c6c9, 'Immigration Station and Boat Which Carries Immigrants from Steamship to Ellis Island. New York Harbor' ,http://ark.cdlib.org/ark:/13030/kt0n39p5gd,1926,1920-1930, 'Immigration Station and Boat Which Carries Immigrants from Steamship to Ellis Island. New York Harbor.' ,   Architecture  ,    Bodies of water  ,    Vessels  ,    Ships  ,    Boats  ,    Buildings  ,,,,,,,   Architecture      Bodies of water      Vessels      Ships      Boats      Buildings  ,   North and Central America  ,    United States  ,    New York  ,,,   North and Central America      United States      New York  
288,4f31149b03ad552f73b387564ffc7114," 'Hearings before the Committee on Immigration and Naturalization, House of Representatives, Sixty-eighth Congress, First session : on H.R. 5, H.R. 101, and H.R. 561' ",http://catalog.hathitrust.org/Record/102458265,1924,1920-1930," 'Includes indexes.', 'Hearings commence on December 26, 1923 and conclude on February 12, 1924.', 'Volume 2 contains hearings on H.R. 6540 also.', 'At head of title: Restriction of Immigration.', 'v. 1, Serial 1-A--v. 2, Serial 2-A.' ",   Aliens--United States--History  ,    Naturalization--United States--History  ,    Emigration and immigration law--United States  ,,,,,,,,,,   Aliens--United States--History      Naturalization--United States--History      Emigration and immigration law--United States  ,   United States  ,,,,,   United States  
289,3d9cb86ad75b2f9a9ce543cac04ccb97, 'Immigration papers (Gee family)' ,http://ark.cdlib.org/ark:/13030/k6sx6ncx,1928,1920-1930,,,,,,,,,,,,,,,nan,,,,,nan
290,92f54c15bf753422c0f01bfb11d2a05e," 'Admission of wives of American citizens of oriental ancestry : hearings before the Committee on Immigration and Naturalization, House of Representatives, Sixty-ninth Congress, first session, February 16, 1926' ",http://catalog.hathitrust.org/Record/102457452,1926,1930-1940, 'Cover title.' ,"   Women--Legal status,  laws, etc.--United States  ",    Chinese Americans  ,   Married women--Nationality  ,    Emigration and immigration law--United States  , ,,,,,,,,"   Women--Legal status,  laws, etc.--United States      Chinese Americans     Married women--Nationality      Emigration and immigration law--United States   ",   United States  ,,,,,   United States  
291,cddc5522c2847c5389225bbfcfb81b6e, 'Congressional documents on immigration : Pamphlet vol.' ,http://catalog.hathitrust.org/Record/102661420,1902-1903,1900-1910, 'This vol. contains issues of the Congressional Record from 1902 and 1903 which have articles on immigration.' ,   Emigration and immigration law--United States  ,,,,,,,,,,,,   Emigration and immigration law--United States  ,   United States  ,,,,,   United States  
292,6650a8c0845bb52ae8c1becde478c150," 'Another view of Ellis Island from the harbor, but showing a front view of the Immigration Station.' ",https://digitalcollections.nypl.org/items/367b02b0-c6da-012f-33de-58d385a7bc34,1902,1900-1910,,   Ellis Island Immigration Station (N.Y. and N.J.)  ,,,,,,,,,,,,   Ellis Island Immigration Station (N.Y. and N.J.)  ,nan,,,,,nan
